gene_symbol,uniprot_id,interaction_claim_source,drug_name,chembl_id,CID
TUBA3D,P0DPH8,ChemblInteractions,FOSBRETABULIN DISODIUM,CHEMBL289351,6918309
TUBA3D,P0DPH8,ChemblInteractions,DAVUNETIDE,CHEMBL2103826,9832404
TUBA3D,P0DPH8,ChemblInteractions,CABAZITAXEL,CHEMBL1201748,9854073
TUBA3D,P0DPH8,ChemblInteractions,PLINABULIN,CHEMBL1096380,9949641
TUBA3D,P0DPH8,ChemblInteractions,FOSBRETABULIN TROMETHAMINE,CHEMBL2105643,10186184
TUBA3D,P0DPH8,DTC,CHEMBL453818,CHEMBL453818,10278051
TUBA3D,P0DPH8,ChemblInteractions,VINFLUNINE,CHEMBL2110725,10629256
TUBA3D,P0DPH8,ChemblInteractions,SAGOPILONE,CHEMBL2304041,11284169
TUBA3D,P0DPH8,ChemblInteractions,LEXIBULIN,CHEMBL552212,11351021
TUBA3D,P0DPH8,ChemblInteractions,VERUBULIN,CHEMBL492399,11414799
TUBA3D,P0DPH8,DTC,ZAMPANOLIDE,CHEMBL582439,11454753
TUBA3D,P0DPH8,ChemblInteractions,VINORELBINE TARTRATE,CHEMBL538943,16051941
TUBA3D,P0DPH8,ChemblInteractions,ERIBULIN MESYLATE,CHEMBL1683544,17755248
TUBA3D,P0DPH8,ChemblInteractions,CROLIBULIN,CHEMBL2103852,23649181
TUBA3D,P0DPH8,DTC,LARGAZOLE,CHEMBL1173445,24757913
TUBA3D,P0DPH8,DTC,CYCLOSTREPTIN,CHEMBL1242194,52948907
TUBA3D,P0DPH8,DTC,CHEMBL1795737,CHEMBL1795737,56659561
TUBA3D,P0DPH8,DTC,CHEMBL1935538,CHEMBL1935538,56967399
TUBA3D,P0DPH8,DTC,CHEMBL2036119,CHEMBL2036119,60148068
TUBA3D,P0DPH8,DTC,CHEMBL2036124,CHEMBL2036124,60148075
UGT2A1,P0DTE4,PharmGKB,IMATINIB,CHEMBL941,5291
CXCL8,P10145,DTC,HYDROQUINONE,CHEMBL537,785
CXCL8,P10145,NCI,HYDROQUINONE,CHEMBL537,785
CXCL8,P10145,DTC,PYROGALLOL,CHEMBL307145,1057
CXCL8,P10145,NCI,ACETAMINOPHEN,CHEMBL112,1983
CXCL8,P10145,DTC,ALDRIN,CHEMBL195953,2087
CXCL8,P10145,NCI,ALPRAZOLAM,CHEMBL661,2118
CXCL8,P10145,NCI,ASPIRIN,CHEMBL25,2244
CXCL8,P10145,NCI,VERAPAMIL,CHEMBL6966,2520
CXCL8,P10145,DTC,DICHLORVOS,CHEMBL167911,3039
CXCL8,P10145,NCI,DIPYRIDAMOLE,CHEMBL932,3108
CXCL8,P10145,DTC,EMODIN,CHEMBL289277,3220
CXCL8,P10145,DTC,ENDOSULFAN,CHEMBL194399,3224
CXCL8,P10145,NCI,FENTANYL,CHEMBL596,3345
CXCL8,P10145,NCI,FOSCARNET,CHEMBL666,3415
CXCL8,P10145,DTC,HEPTACHLOR,CHEMBL194400,3589
CXCL8,P10145,TTD,IBUPROFEN,CHEMBL521,3672
CXCL8,P10145,NCI,LANSOPRAZOLE,CHEMBL480,3883
CXCL8,P10145,NCI,LEFLUNOMIDE,CHEMBL960,3899
CXCL8,P10145,NCI,MIDAZOLAM,CHEMBL655,4192
CXCL8,P10145,NCI,OMEPRAZOLE,CHEMBL1503,4594
CXCL8,P10145,NCI,PAMIDRONIC ACID,CHEMBL834,4674
CXCL8,P10145,NCI,PENTOXIFYLLINE,CHEMBL628,4740
CXCL8,P10145,NCI,TERFENADINE,CHEMBL17157,5405
CXCL8,P10145,DTC,QUESTIOMYCIN B,CHEMBL28319,5801
CXCL8,P10145,DTC,CHLORDANE,CHEMBL196537,5993
CXCL8,P10145,DTC,BROXURIDINE,CHEMBL222280,6035
CXCL8,P10145,DTC,COLCHICINE,CHEMBL107,6167
CXCL8,P10145,DTC,DINITRO CRESOL,CHEMBL419564,10800
CXCL8,P10145,DTC,DICYCLOHEXYLCARBODIIMIDE,CHEMBL162598,10868
CXCL8,P10145,DTC,E319,CHEMBL242080,16043
CXCL8,P10145,NCI,DANAZOL,CHEMBL1479,28417
CXCL8,P10145,NCI,PACLITAXEL,CHEMBL428647,36314
CXCL8,P10145,DTC,RIBAVIRIN,CHEMBL1643,37542
CXCL8,P10145,NCI,CIDOFOVIR,CHEMBL152,60613
CXCL8,P10145,NCI,CLARITHROMYCIN,CHEMBL1741,84029
CXCL8,P10145,NCI,NAPROXEN,CHEMBL154,156391
CXCL8,P10145,NCI,CANERTINIB,CHEMBL31965,156414
CXCL8,P10145,DTC,CORONOPILIN,CHEMBL248564,257278
CXCL8,P10145,NCI,TRETINOIN,CHEMBL38,444795
CXCL8,P10145,DTC,RETINOL,CHEMBL986,445354
CXCL8,P10145,DTC,RETINAL,CHEMBL81379,638015
CXCL8,P10145,NCI,METHIMAZOLE,CHEMBL1515,1349907
CXCL8,P10145,DTC,YANGONIN,CHEMBL1098658,5281575
CXCL8,P10145,NCI,FENRETINIDE,CHEMBL7301,5288209
CXCL8,P10145,PharmGKB,SUNITINIB,CHEMBL535,5329102
CXCL8,P10145,DTC,HARMINE HYDROCHLORIDE,CHEMBL1593867,5359389
CXCL8,P10145,NCI,CEFTRIAXONE,CHEMBL161,5479530
CXCL8,P10145,DTC,CHEMBL1579130,CHEMBL1579130,6436079
CXCL8,P10145,NCI,IONOMYCIN,CHEMBL501617,6912226
CXCL8,P10145,NCI,TALC,CHEMBL3989756,16211421
CXCL8,P10145,DTC,CHEMBL1902074,CHEMBL1902074,51361444
CXCL8,P10145,DTC,DACARBAZINE,CHEMBL476,135398738
MYB,P10242,NCI,FLUOROURACIL,CHEMBL185,3385
MYB,P10242,NCI,DOXORUBICIN,CHEMBL53463,31703
MYB,P10242,NCI,PACLITAXEL,CHEMBL428647,36314
GAA,P10253,DTC,PROTOCATECHUIC ACID,CHEMBL37537,72
GAA,P10253,DTC,CHEMBL12019,CHEMBL12019,366
GAA,P10253,DTC,ACRIDONE,CHEMBL436589,2015
GAA,P10253,DTC,ALFUZOSIN,CHEMBL709,2092
GAA,P10253,DTC,AMLEXANOX,CHEMBL1096,2161
GAA,P10253,DTC,ELLIPTECINE,CHEMBL123,3213
GAA,P10253,DTC,GOSSYPOL,CHEMBL51483,3503
GAA,P10253,DTC,PHLORETIN,CHEMBL45068,4788
GAA,P10253,DTC,TRIAMTERENE,CHEMBL585,5546
GAA,P10253,DTC,CARBARIL,CHEMBL46917,6129
GAA,P10253,DTC,PHENOTHIAZINE,CHEMBL828,7108
GAA,P10253,DTC,IMINOSTILBENE,CHEMBL243596,9212
GAA,P10253,DTC,CHEMBL146525,CHEMBL146525,11352
GAA,P10253,DTC,CHEMBL404923,CHEMBL404923,16054
GAA,P10253,TTD,DUVOGLUSTAT,CHEMBL307429,29435
GAA,P10253,DTC,DUVOGLUSTAT,CHEMBL307429,29435
GAA,P10253,TdgClinicalTrial,DUVOGLUSTAT,CHEMBL307429,29435
GAA,P10253,DTC,TERAZOSIN HYDROCHLORIDE,CHEMBL1256665,44383
GAA,P10253,DTC,CASTANOSPERMINE,CHEMBL311226,54445
GAA,P10253,DTC,DOXAZOSIN MESYLATE,CHEMBL1200561,62978
GAA,P10253,DTC,DOPAMINE HYDROCHLORIDE,CHEMBL1557,65340
GAA,P10253,DTC,(-)-EPICATECHIN,CHEMBL583912,72276
GAA,P10253,DTC,HONOKIOL,CHEMBL16901,72303
GAA,P10253,DTC,NODAKENIN,CHEMBL459825,73191
GAA,P10253,DTC,BENZAMIL,CHEMBL212579,108107
GAA,P10253,GuideToPharmacology,MIGALASTAT,CHEMBL110458,176077
GAA,P10253,DTC,MIGALASTAT,CHEMBL110458,176077
GAA,P10253,DTC,CHEMBL375673,CHEMBL375673,224178
GAA,P10253,DTC,CHEMBL467987,CHEMBL467987,247304
GAA,P10253,ChemblInteractions,MIGLITOL,CHEMBL1561,441314
GAA,P10253,DTC,MIGLITOL,CHEMBL1561,441314
GAA,P10253,GuideToPharmacology,MIGLITOL,CHEMBL1561,441314
GAA,P10253,TEND,ACARBOSE,CHEMBL1566,444254
GAA,P10253,TdgClinicalTrial,ACARBOSE,CHEMBL1566,444254
GAA,P10253,DTC,ACARBOSE,CHEMBL1566,444254
GAA,P10253,DTC,CHEMBL598663,CHEMBL598663,586278
GAA,P10253,DTC,CHEMBL267160,CHEMBL267160,667285
GAA,P10253,DTC,CAFFEIC ACID,CHEMBL145,689043
GAA,P10253,DTC,CHEMBL580155,CHEMBL580155,1000184
GAA,P10253,DTC,CHEMBL604100,CHEMBL604100,1073334
GAA,P10253,DTC,CHEMBL601110,CHEMBL601110,1079369
GAA,P10253,DTC,CHEMBL486706,CHEMBL486706,1380898
GAA,P10253,DTC,CHEMBL527585,CHEMBL527585,2860044
GAA,P10253,DTC,CHEMBL579837,CHEMBL579837,2952131
GAA,P10253,DTC,CHEMBL531322,CHEMBL531322,2952918
GAA,P10253,DTC,CHEMBL585828,CHEMBL585828,2975401
GAA,P10253,DTC,CHEMBL602150,CHEMBL602150,4380636
GAA,P10253,DTC,LUTEOLIN,CHEMBL151,5280445
GAA,P10253,DTC,3-O-METHYLQUERCETIN,CHEMBL163316,5280681
GAA,P10253,DTC,ISOQUERCETIN,CHEMBL250450,5280804
GAA,P10253,DTC,RUTIN,CHEMBL226335,5280805
GAA,P10253,DTC,SULFURETIN,CHEMBL490355,5281295
GAA,P10253,DTC,ESCULETIN,CHEMBL244743,5281416
GAA,P10253,DTC,HYPEROSIDE,CHEMBL251254,5281643
GAA,P10253,DTC,MORIN,CHEMBL28626,5281670
GAA,P10253,DTC,CHEMBL522983,CHEMBL522983,5281673
GAA,P10253,DTC,CHEMBL1412489,CHEMBL1412489,5282360
GAA,P10253,DTC,EUPAFOLIN,CHEMBL172350,5317284
GAA,P10253,DTC,CHEMBL136344,CHEMBL136344,5388680
GAA,P10253,DTC,CHEMBL339587,CHEMBL339587,5709318
GAA,P10253,TTD,SALACINOL,CHEMBL1208974,6451151
GAA,P10253,DTC,CHEMBL39878,CHEMBL39878,6604822
GAA,P10253,DTC,APOMORPHINE HYDROCHLORIDE HEMIHYDRATE,CHEMBL1256708,6852399
GAA,P10253,DTC,CHEMBL1422873,CHEMBL1422873,7080336
GAA,P10253,DTC,TERAZOSIN HYDROCHLORIDE HYDRATE,CHEMBL1201091,9803362
GAA,P10253,DTC,HYDROXYTYROSOL,CHEMBL485747,11217464
GAA,P10253,DTC,ISOTHYMONIN,CHEMBL463563,11726019
GAA,P10253,ChemblInteractions,DUVOGLUSTAT HYDROCHLORIDE,CHEMBL460785,13018787
GAA,P10253,DTC,CHEMBL590949,CHEMBL590949,16195557
GAA,P10253,DTC,OLANZAPINE,CHEMBL715,135398745
GAA,P10253,DTC,PURPUROGALLIN,CHEMBL66953,135403797
GAA,P10253,DTC,CHEMBL2002487,CHEMBL2002487,135451354
GAA,P10253,DTC,CHEMBL1601846,CHEMBL1601846,135483971
AR,P10275,DTC,ACETALDEHYDE,CHEMBL170365,177
AR,P10275,DTC,ALLANTOIN,CHEMBL593429,204
AR,P10275,DTC,KEPONE,CHEMBL462576,299
AR,P10275,DTC,4-AMINOPHENOL,CHEMBL1142,403
AR,P10275,DTC,LACTIC ACID,CHEMBL1200559,612
AR,P10275,DTC,PHENANTHROLINE,CHEMBL415879,1318
AR,P10275,DTC,PK-11195,CHEMBL481537,1345
AR,P10275,DTC,"2,4-DINITROPHENOL",CHEMBL273386,1493
AR,P10275,DTC,CHEMBL84472,CHEMBL84472,1539
AR,P10275,DTC,OXYQUINOLINE,CHEMBL310555,1923
AR,P10275,DTC,ACETOCHLOR,CHEMBL1517425,1988
AR,P10275,DTC,AFLOQUALONE,CHEMBL2105918,2040
AR,P10275,DTC,ALACHLOR,CHEMBL1414154,2078
AR,P10275,DTC,CHEMBL69367,CHEMBL69367,2126
AR,P10275,DTC,AMLEXANOX,CHEMBL1096,2161
AR,P10275,DTC,AMPIROXICAM,CHEMBL1566249,2176
AR,P10275,DTC,ANETHOLTRITHION,CHEMBL178862,2194
AR,P10275,DTC,ARANIDIPINE,CHEMBL2104030,2225
AR,P10275,DTC,ASTEMIZOLE,CHEMBL296419,2247
AR,P10275,DTC,BERBERINE CHLORIDE,CHEMBL12089,2353
AR,P10275,DTC,CHEMBL480626,CHEMBL480626,2374
AR,P10275,GuideToPharmacology,BICALUTAMIDE,CHEMBL409,2375
AR,P10275,DTC,BICALUTAMIDE,CHEMBL409,2375
AR,P10275,TTD,BICALUTAMIDE,CHEMBL409,2375
AR,P10275,TdgClinicalTrial,BICALUTAMIDE,CHEMBL409,2375
AR,P10275,CIViC,BICALUTAMIDE,CHEMBL409,2375
AR,P10275,ChemblInteractions,BICALUTAMIDE,CHEMBL409,2375
AR,P10275,TEND,BICALUTAMIDE,CHEMBL409,2375
AR,P10275,DTC,BIFONAZOLE,CHEMBL277535,2378
AR,P10275,DTC,BISACODYL,CHEMBL942,2391
AR,P10275,DTC,BITHIONOL,CHEMBL290106,2406
AR,P10275,DTC,BROTIZOLAM,CHEMBL32479,2451
AR,P10275,DTC,BUTAMBEN,CHEMBL127516,2482
AR,P10275,DTC,CAFFEINE,CHEMBL113,2519
AR,P10275,DTC,CANDESARTAN CILEXETIL,CHEMBL1014,2540
AR,P10275,DTC,CANNABINOL,CHEMBL74415,2543
AR,P10275,DTC,CARBAMAZEPINE,CHEMBL108,2554
AR,P10275,DTC,CARBOQUONE,CHEMBL443014,2569
AR,P10275,DTC,CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE,CHEMBL224214,2603
AR,P10275,DTC,CELECOXIB,CHEMBL118,2662
AR,P10275,DTC,CHLORDIAZEPOXIDE,CHEMBL451,2712
AR,P10275,DTC,CHLOROXINE,CHEMBL1200596,2722
AR,P10275,DTC,CLOTRIMAZOLE,CHEMBL104,2812
AR,P10275,DTC,CLOXYQUIN,CHEMBL225164,2817
AR,P10275,DTC,COUMAPHOS,CHEMBL251680,2871
AR,P10275,DTC,CYCLANDELATE,CHEMBL1480987,2893
AR,P10275,DTC,NONIVAMIDE,CHEMBL75124,2998
AR,P10275,DTC,DIAZEPAM,CHEMBL12,3016
AR,P10275,DTC,DICHLOROPHEN,CHEMBL33845,3037
AR,P10275,DTC,DICHLORVOS,CHEMBL167911,3039
AR,P10275,DTC,BENZOPHENONE,CHEMBL90039,3102
AR,P10275,DTC,DIPYRITHIONE,CHEMBL549473,3109
AR,P10275,DTC,DISULFIRAM,CHEMBL964,3117
AR,P10275,DTC,EMODIN,CHEMBL289277,3220
AR,P10275,DTC,ENDOSULFAN,CHEMBL194399,3224
AR,P10275,DTC,ETHACRYNIC ACID,CHEMBL456,3278
AR,P10275,DTC,EXALAMIDE,CHEMBL1405973,3316
AR,P10275,DTC,FENOFIBRATE,CHEMBL672,3339
AR,P10275,DTC,FENTANYL,CHEMBL596,3345
AR,P10275,DTC,FIPRONIL,CHEMBL101326,3352
AR,P10275,DTC,FLUCYTOSINE,CHEMBL1463,3366
AR,P10275,DTC,FLUFENAMIC ACID,CHEMBL23588,3371
AR,P10275,DTC,FLUOXETINE,CHEMBL41,3386
AR,P10275,DTC,FLUSPIRILENE,CHEMBL46516,3396
AR,P10275,DTC,FLUTAMIDE,CHEMBL806,3397
AR,P10275,TTD,FLUTAMIDE,CHEMBL806,3397
AR,P10275,GuideToPharmacology,FLUTAMIDE,CHEMBL806,3397
AR,P10275,CIViC,FLUTAMIDE,CHEMBL806,3397
AR,P10275,ChemblInteractions,FLUTAMIDE,CHEMBL806,3397
AR,P10275,TdgClinicalTrial,FLUTAMIDE,CHEMBL806,3397
AR,P10275,TEND,FLUTAMIDE,CHEMBL806,3397
AR,P10275,DTC,BROMUCONAZOLE,CHEMBL271579,3444
AR,P10275,DTC,VANOXERINE,CHEMBL281594,3455
AR,P10275,NCI,GOSSYPOL,CHEMBL51483,3503
AR,P10275,DTC,GOSSYPOL,CHEMBL51483,3503
AR,P10275,DTC,HALAZONE,CHEMBL1368146,3552
AR,P10275,DTC,HALOPERIDOL,CHEMBL54,3559
AR,P10275,DTC,HALOPROGIN,CHEMBL1289,3561
AR,P10275,DTC,HEXACHLOROPHENE,CHEMBL496,3598
AR,P10275,DTC,HEXYLRESORCINOL,CHEMBL443605,3610
AR,P10275,DTC,HYCANTHONE,CHEMBL22077,3634
AR,P10275,DTC,BATILOL,CHEMBL1482516,3681
AR,P10275,DTC,IDEBENONE,CHEMBL252556,3686
AR,P10275,DTC,LIRANAFTATE,CHEMBL1591365,3936
AR,P10275,DTC,LOPERAMIDE,CHEMBL841,3955
AR,P10275,DTC,LORATADINE,CHEMBL998,3957
AR,P10275,DTC,MENADIONE,CHEMBL590,4055
AR,P10275,DTC,METITEPINE,CHEMBL93240,4106
AR,P10275,DTC,METHOXYCHLOR,CHEMBL362919,4115
AR,P10275,DTC,NOCODAZOLE,CHEMBL9514,4122
AR,P10275,DTC,MOCLOBEMIDE,CHEMBL86304,4235
AR,P10275,NCI,NAFOXIDINE,CHEMBL28211,4416
AR,P10275,DTC,NALED,CHEMBL1887067,4420
AR,P10275,DTC,NICARDIPINE,CHEMBL1484,4474
AR,P10275,DTC,NIFEDIPINE,CHEMBL193,4485
AR,P10275,TEND,NILUTAMIDE,CHEMBL1274,4493
AR,P10275,GuideToPharmacology,NILUTAMIDE,CHEMBL1274,4493
AR,P10275,CIViC,NILUTAMIDE,CHEMBL1274,4493
AR,P10275,TdgClinicalTrial,NILUTAMIDE,CHEMBL1274,4493
AR,P10275,ChemblInteractions,NILUTAMIDE,CHEMBL1274,4493
AR,P10275,TTD,NILUTAMIDE,CHEMBL1274,4493
AR,P10275,DTC,NILUTAMIDE,CHEMBL1274,4493
AR,P10275,DTC,NILVADIPINE,CHEMBL517427,4494
AR,P10275,DTC,NIMETAZEPAM,CHEMBL13341,4496
AR,P10275,DTC,NISOLDIPINE,CHEMBL1726,4499
AR,P10275,DTC,NORDIHYDROGUAIARETIC ACID,CHEMBL52,4534
AR,P10275,DTC,OXAZEPAM,CHEMBL568,4616
AR,P10275,DTC,OXYPHENBUTAZONE,CHEMBL1228,4641
AR,P10275,DTC,PERICIAZINE,CHEMBL251940,4747
AR,P10275,DTC,PHENYLARSINE OXIDE,CHEMBL477683,4778
AR,P10275,DTC,PHOSALONE,CHEMBL1528531,4793
AR,P10275,DTC,ORTHO-PHTHALALDEHYDE,CHEMBL160145,4807
AR,P10275,DTC,PILSICAINIDE,CHEMBL163238,4820
AR,P10275,DTC,PIRETANIDE,CHEMBL349803,4849
AR,P10275,DTC,PRAZEPAM,CHEMBL969,4890
AR,P10275,DTC,PRAZOSIN,CHEMBL2,4893
AR,P10275,DTC,PRIMIDONE,CHEMBL856,4909
AR,P10275,DTC,PROBENECID,CHEMBL897,4911
AR,P10275,DTC,PROPACHLOR,CHEMBL1394829,4931
AR,P10275,DTC,PROPANIL,CHEMBL1222498,4933
AR,P10275,DTC,PROPARGITE,CHEMBL1416084,4936
AR,P10275,DTC,PYRIDOSTIGMINE BROMIDE,CHEMBL812,4991
AR,P10275,DTC,PYRIMETHAMINE,CHEMBL36,4993
AR,P10275,DTC,RITANSERIN,CHEMBL267777,5074
AR,P10275,DTC,SALMETEROL,CHEMBL1263,5152
AR,P10275,DTC,SANGUINARIUM,CHEMBL417799,5154
AR,P10275,DTC,SOTALOL,CHEMBL471,5253
AR,P10275,DTC,SPIPERONE,CHEMBL267930,5265
AR,P10275,DTC,SULFAQUINOXALINE,CHEMBL1437847,5338
AR,P10275,DTC,SULFISOXAZOLE,CHEMBL453,5344
AR,P10275,DTC,TEMEFOS,CHEMBL1355821,5392
AR,P10275,DTC,THIOTEPA,CHEMBL671,5453
AR,P10275,DTC,THIRAM,CHEMBL120563,5455
AR,P10275,DTC,TIOCONAZOLE,CHEMBL1200438,5482
AR,P10275,DTC,TIZANIDINE,CHEMBL1079,5487
AR,P10275,DTC,TOFISOPAM,CHEMBL404216,5502
AR,P10275,DTC,TRIAMTERENE,CHEMBL585,5546
AR,P10275,DTC,TRICLOSAN,CHEMBL849,5564
AR,P10275,DTC,TRITON X,CHEMBL39763,5590
AR,P10275,DTC,SPIRADOLINE,CHEMBL118865,5620
AR,P10275,DTC,ZAFIRLUKAST,CHEMBL603,5717
AR,P10275,DTC,ZOLPIDEM,CHEMBL911,5732
AR,P10275,DTC,DEXAMETHASONE,CHEMBL384467,5743
AR,P10275,DTC,MITOMYCIN,CHEMBL105,5746
AR,P10275,DTC,CORTICOSTERONE,CHEMBL110739,5753
AR,P10275,DTC,HYDROCORTISONE,CHEMBL389621,5754
AR,P10275,DTC,PREDNISOLONE,CHEMBL131,5755
AR,P10275,DTC,ESTRIOL,CHEMBL193482,5756
AR,P10275,DTC,ESTRADIOL,CHEMBL135,5757
AR,P10275,DTC,RESERPINE,CHEMBL772,5770
AR,P10275,DTC,QUESTIOMYCIN B,CHEMBL28319,5801
AR,P10275,DTC,CHEMBL118280,CHEMBL118280,5811
AR,P10275,DTC,NORETHINDRONE ACETATE,CHEMBL1201146,5832
AR,P10275,DTC,SPIRONOLACTONE,CHEMBL1393,5833
AR,P10275,DTC,PREDNISOLONE ACETATE,CHEMBL1152,5834
AR,P10275,DTC,ALDOSTERONE,CHEMBL273453,5839
AR,P10275,DTC,PREDNISONE,CHEMBL635,5865
AR,P10275,DTC,ESTRONE,CHEMBL1405,5870
AR,P10275,DTC,FLUPREDNISOLONE,CHEMBL1200774,5876
AR,P10275,DTC,METHYLPREDNISOLONE ACETATE,CHEMBL1364144,5877
AR,P10275,TEND,OXANDROLONE,CHEMBL1200436,5878
AR,P10275,ChemblInteractions,OXANDROLONE,CHEMBL1200436,5878
AR,P10275,TdgClinicalTrial,OXANDROLONE,CHEMBL1200436,5878
AR,P10275,TTD,OXANDROLONE,CHEMBL1200436,5878
AR,P10275,TTD,PRASTERONE,CHEMBL90593,5881
AR,P10275,DTC,PRASTERONE,CHEMBL90593,5881
AR,P10275,TdgClinicalTrial,PRASTERONE,CHEMBL90593,5881
AR,P10275,DTC,PROMAZINE HYDROCHLORIDE,CHEMBL1200469,5887
AR,P10275,DTC,2-ACETYLAMINOFLUORENE,CHEMBL311469,5897
AR,P10275,DTC,MECHLORETHAMINE HYDROCHLORIDE,CHEMBL1201001,5935
AR,P10275,DTC,DESOXYCORTICOSTERONE ACETATE,CHEMBL1200542,5952
AR,P10275,DTC,CHEMBL1873684,CHEMBL1873684,5954
AR,P10275,DTC,CETRIMONIUM BROMIDE,CHEMBL307346,5974
AR,P10275,DTC,VINCRISTINE,CHEMBL90555,5978
AR,P10275,DTC,ETHINYL ESTRADIOL,CHEMBL691,5991
AR,P10275,DTC,CHLORDANE,CHEMBL196537,5993
AR,P10275,DTC,PROGESTERONE,CHEMBL103,5994
AR,P10275,DTC,TESTOSTERONE PROPIONATE,CHEMBL1170,5995
AR,P10275,ChemblInteractions,TESTOSTERONE PROPIONATE,CHEMBL1170,5995
AR,P10275,DTC,CHEMBL329673,CHEMBL329673,6001
AR,P10275,DTC,APOMORPHINE,CHEMBL53,6005
AR,P10275,TdgClinicalTrial,METHYLTESTOSTERONE,CHEMBL1395,6010
AR,P10275,GuideToPharmacology,METHYLTESTOSTERONE,CHEMBL1395,6010
AR,P10275,DTC,METHYLTESTOSTERONE,CHEMBL1395,6010
AR,P10275,ChemblInteractions,METHYLTESTOSTERONE,CHEMBL1395,6010
AR,P10275,TTD,DROMOSTANOLONE,CHEMBL1582,6011
AR,P10275,TdgClinicalTrial,DROMOSTANOLONE,CHEMBL1582,6011
AR,P10275,TEND,DROMOSTANOLONE,CHEMBL1582,6011
AR,P10275,TEND,TESTOSTERONE,CHEMBL386630,6013
AR,P10275,DTC,TESTOSTERONE,CHEMBL386630,6013
AR,P10275,TTD,TESTOSTERONE,CHEMBL386630,6013
AR,P10275,ChemblInteractions,TESTOSTERONE,CHEMBL386630,6013
AR,P10275,TdgClinicalTrial,TESTOSTERONE,CHEMBL386630,6013
AR,P10275,DTC,PROMETHAZINE HYDROCHLORIDE,CHEMBL1200750,6014
AR,P10275,DTC,METHYL YELLOW,CHEMBL1090440,6053
AR,P10275,DTC,PHENYLETHYL ALCOHOL,CHEMBL448500,6054
AR,P10275,DTC,PAPAVERINE HYDROCHLORIDE,CHEMBL98123,6084
AR,P10275,DTC,METHYLTHIONINIUM CHLORIDE,CHEMBL405110,6099
AR,P10275,DTC,ANDROSTENEDIONE,CHEMBL274826,6128
AR,P10275,DTC,CARBARIL,CHEMBL46917,6129
AR,P10275,DTC,DESOXYCORTICOSTERONE,CHEMBL1498,6166
AR,P10275,DTC,COLCHICINE,CHEMBL107,6167
AR,P10275,DTC,CYCLOHEXIMIDE,CHEMBL123292,6197
AR,P10275,DTC,FLUOCINOLONE ACETONIDE,CHEMBL989,6215
AR,P10275,DTC,TRIAMCINOLONE DIACETATE,CHEMBL1200449,6216
AR,P10275,DTC,NORETHINDRONE,CHEMBL1162,6230
AR,P10275,DTC,NORETHYNODREL,CHEMBL1387,6231
AR,P10275,DTC,HYDROXYPROGESTERONE,CHEMBL1062,6238
AR,P10275,DTC,CHLORPROMAZINE HYDROCHLORIDE,CHEMBL1713,6240
AR,P10275,DTC,MEDROXYPROGESTERONE ACETATE,CHEMBL717,6279
AR,P10275,DTC,MESTRANOL,CHEMBL1201151,6291
AR,P10275,DTC,METHANDROSTENOLONE,CHEMBL1418176,6300
AR,P10275,DTC,CHLORQUINALDOL,CHEMBL224325,6301
AR,P10275,DTC,"N,N'-DIPHENYL-P-PHENYLENEDIAMINE",CHEMBL1333512,6319
AR,P10275,DTC,TRICHLOROMONOFLUOROMETHANE,CHEMBL348290,6389
AR,P10275,DTC,TRIAMCINOLONE ACETONIDE,CHEMBL1504,6436
AR,P10275,DTC,FLUOXYMESTERONE,CHEMBL1445,6446
AR,P10275,GuideToPharmacology,FLUOXYMESTERONE,CHEMBL1445,6446
AR,P10275,TTD,FLUOXYMESTERONE,CHEMBL1445,6446
AR,P10275,TEND,FLUOXYMESTERONE,CHEMBL1445,6446
AR,P10275,TdgClinicalTrial,FLUOXYMESTERONE,CHEMBL1445,6446
AR,P10275,ChemblInteractions,FLUOXYMESTERONE,CHEMBL1445,6446
AR,P10275,DTC,BROMCRESOL GREEN,CHEMBL145704,6451
AR,P10275,DTC,TRIPARANOL,CHEMBL187709,6536
AR,P10275,DTC,CHEMBL184450,CHEMBL184450,6618
AR,P10275,DTC,BISPHENOL A,CHEMBL418971,6623
AR,P10275,DTC,RHODAMINE,CHEMBL428971,6694
AR,P10275,DTC,PENTACHLORONITROBENZENE,CHEMBL468759,6720
AR,P10275,DTC,METHYLPREDNISOLONE,CHEMBL650,6741
AR,P10275,DTC,ROTENONE,CHEMBL429023,6758
AR,P10275,DTC,PHANQUONE,CHEMBL531048,6764
AR,P10275,DTC,SYROSINGOPINE,CHEMBL1399124,6769
AR,P10275,DTC,TECTOQUINONE,CHEMBL21745,6773
AR,P10275,DTC,BENZOXIQUINE,CHEMBL1170610,6855
AR,P10275,DTC,PERBROMOBENZENE,CHEMBL375600,6905
AR,P10275,DTC,DINOSEB,CHEMBL1892987,6950
AR,P10275,DTC,MICHLER'S KETONE,CHEMBL15137,7031
AR,P10275,DTC,TOLONIUM CHLORIDE,CHEMBL1790006,7083
AR,P10275,DTC,CHEMBL73380,CHEMBL73380,7103
AR,P10275,DTC,PROPYLPARABEN,CHEMBL194014,7175
AR,P10275,DTC,BIS(PIPERIDINYLTHIOCARBONYL)DISULFIDE,CHEMBL121516,7188
AR,P10275,DTC,FENTICLOR,CHEMBL473535,7329
AR,P10275,DTC,BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE,CHEMBL571700,7347
AR,P10275,DTC,FURFURAL,CHEMBL189362,7362
